"","group_agent","AI","Criteria","Citation","mean","standard_error","st_dev","difficulty_mean","st_dev_difficulty","standard_error_difficulty","Extractor"
"148","Human Assessor","GPT4x1","Context to Question","_Community-based management fails to halt declines",-0.0909090909090909,0.28459046986361,0.943879807448539,1.66666666666667,0.5,0.150755672288882,4
"149","Human Assessor","GPT4x1","Context to Question","_Community-based management of near-shore fisheries",0,0.190692517849118,0.632455532033676,1.7,0.483045891539648,0.145643816250884,4
"150","Human Assessor","GPT4x1","Context to Question","_Customary sea tenure in Oceania as a case of right",-0.818181818181818,0.181818181818182,0.603022689155527,2,0.632455532033676,0.190692517849118,3
"151","Human Assessor","GPT4x1","Context to Question","_Dispersal of grouper larvae drives local resource",0.272727272727273,0.237061905643733,0.786245393106896,1.55555555555556,0.52704627669473,0.158910431540932,4
"152","Human Assessor","GPT4x1","Context to Question","_Evaluation of coral reef management effectiveness",0.0909090909090909,0.250619068219822,0.831209414593634,1.81818181818182,0.981649817214043,0.295978556292722,3
"153","Human Assessor","GPT4x1","Context to Question","_Fishing dynamics associated with periodically harv",-0.636363636363636,0.243934688454523,0.80903983495589,1.75,0.462910049886276,0.139572631559771,3
"154","Human Assessor","GPT4x1","Context to Question","_Fishing in the dark-local knowledge night spearfi",-0.636363636363636,0.243934688454523,0.80903983495589,1.90909090909091,0.831209414593634,0.250619068219822,3
"155","Human Assessor","GPT4x1","Context to Question","_Livelihoods and fisheries governance in a contempo",-0.272727272727273,0.272727272727273,0.904534033733291,1.75,0.886405260427918,0.267261241912424,4
"156","Human Assessor","GPT4x1","Context to Question","_Locally managed marine areas Implications for soc",-0.0909090909090909,0.250619068219822,0.831209414593634,1,0,0,5
"157","Human Assessor","GPT4x1","Context to Question","_Multiple drivers of local (non-) compliance in com",-0.454545454545455,0.24729946379519,0.820199532264724,1.85714285714286,0.899735410842437,0.27128043348733,5
"158","Human Assessor","GPT4x1","Context to Question","_One size does not fit all Critical insights for e",0,0.269679944985297,0.894427190999916,2.28571428571429,0.755928946018454,0.227921152919276,5
"159","Human Assessor","GPT4x1","Context to Question","_Small-scale managed marine areas over time Develo",-0.818181818181818,0.181818181818182,0.603022689155527,1.5,0.52704627669473,0.158910431540932,4
"160","Human Assessor","GPT4x1","Context to Question","_Social and economic challenges to community-based",0.363636363636364,0.243934688454523,0.80903983495589,1.9,0.737864787372622,0.222474604157305,4
"161","Human Assessor","GPT4x1","Context to Question","_Social attitudes towards marine resource managemen",-0.727272727272727,0.194978278086611,0.646669790682863,1.44444444444444,0.52704627669473,0.158910431540932,4
"162","Human Assessor","GPT4x1","Context to Question","_The renaissance of community-based marine resource",-0.181818181818182,0.263479577203444,0.873862897505303,1.7,0.483045891539648,0.145643816250884,5
"163","Human Assessor","GPT4x1","Context to Question","_Tracing innovation pathways behind fisheries co-ma",-0.0909090909090909,0.28459046986361,0.943879807448539,1.8,0.836660026534076,0.252262489554756,5
"164","Human Assessor","GPT4x1","Context to Question","__Community-based management of subsistence fisherie",0.0909090909090909,0.250619068219822,0.831209414593634,1.33333333333333,0.5,0.150755672288882,3
"165","Human Assessor","GPT4x1","Context to Question","__Strengthening post-hoc analysis of community-basedp",0.363636363636364,0.243934688454523,0.80903983495589,1.63636363636364,0.674199862463242,0.203278907045435,4
"166","Human Assessor","GPT4x1","Response to Context","Centralised and community-based fisheries manageme",0.181818181818182,0.226361810872522,0.750757193529548,1.33333333333333,0.5,0.150755672288882,3
"167","Human Assessor","GPT4x1","Response to Context","Community-based fishery management - towards restoration of traditional",-0.181818181818182,0.226361810872522,0.750757193529548,1.14285714285714,0.377964473009227,0.113960576459638,3
"168","Human Assessor","GPT4x1","Response to Context","Effectiveness of village-based marine reserves on",0.636363636363636,0.152120004824377,0.504524979109513,1.11111111111111,0.333333333333333,0.100503781525921,3
"169","Human Assessor","GPT4x1","Response to Context","Effects of small Fijian community-based marine pr",-0.272727272727273,0.140835758043906,0.467099366496914,1.66666666666667,0.577350269189626,0.174077655955698,5
"170","Human Assessor","GPT4x1","Response to Context","Evaluation of the effectiveness of three underwate",-0.181818181818182,0.263479577203444,0.873862897505303,1.33333333333333,0.5,0.150755672288882,5
"171","Human Assessor","GPT4x1","Response to Context","Indicators of coral reef ecosystem recovery follow",0,0.269679944985297,0.894427190999916,1.625,0.744023809142845,0.224331619092529,4
"172","Human Assessor","GPT4x1","Response to Context","Indigenous Resource Management and Sustainable Dev",0.545454545454545,0.157459164324443,0.522232967867094,1.55555555555556,0.52704627669473,0.158910431540932,4
"173","Human Assessor","GPT4x1","Response to Context","Indigenous knowledge and long-term ecological chan",-0.181818181818182,0.263479577203444,0.873862897505303,1,0,0,3
"174","Human Assessor","GPT4x1","Response to Context","Predicting impact to assess the efficacy of commun",0.363636363636364,0.152120004824377,0.504524979109513,1.5,0.547722557505166,0.165144564768954,4
"175","Human Assessor","GPT4x1","Response to Context","Sustainable financing of a national Marine Protect",0.454545454545455,0.24729946379519,0.820199532264724,1.5,0.707106781186548,0.21320071635561,5
"176","Human Assessor","GPT4x1","Response to Context","The reimplementation of the Ra'ui Coral reef mana",0.272727272727273,0.194978278086611,0.646669790682863,2.125,0.640869944461656,0.193229558654111,5
"177","Human Assessor","GPT4x1","Response to Context","_A SocialaEUREcological Systems Approach to Assessin",0.181818181818182,0.226361810872522,0.750757193529548,1.63636363636364,0.674199862463242,0.203278907045435,4
"178","Human Assessor","GPT4x1","Response to Context","_A network of small community-owned village fish re",0.272727272727273,0.237061905643733,0.786245393106896,2.09090909090909,1.04446593573419,0.314918328648887,3
"179","Human Assessor","GPT4x1","Response to Context","_Adaptive capacity of marine comanagement a compar",0.181818181818182,0.263479577203444,0.873862897505303,1.36363636363636,0.674199862463242,0.203278907045435,5
"180","Human Assessor","GPT4x1","Response to Context","_Community management yields positive impacts for c",0.545454545454545,0.207304622745298,0.687551650952329,1.625,0.744023809142845,0.224331619092529,4
"181","Human Assessor","GPT4x1","Response to Context","_Community-based management fails to halt declines",0.363636363636364,0.243934688454523,0.80903983495589,1.66666666666667,0.5,0.150755672288882,4
"182","Human Assessor","GPT4x1","Response to Context","_Community-based management of near-shore fisheries",0.0909090909090909,0.0909090909090909,0.301511344577764,1.7,0.483045891539648,0.145643816250884,4
"183","Human Assessor","GPT4x1","Response to Context","_Customary sea tenure in Oceania as a case of right",0.363636363636364,0.278721994850107,0.924416277737175,2,0.632455532033676,0.190692517849118,3
"184","Human Assessor","GPT4x1","Response to Context","_Dispersal of grouper larvae drives local resource",0.545454545454545,0.207304622745298,0.687551650952329,1.55555555555556,0.52704627669473,0.158910431540932,4
"185","Human Assessor","GPT4x1","Response to Context","_Evaluation of coral reef management effectiveness",0.0909090909090909,0.28459046986361,0.943879807448539,1.81818181818182,0.981649817214043,0.295978556292722,3
"186","Human Assessor","GPT4x1","Response to Context","_Fishing dynamics associated with periodically harv",0.272727272727273,0.304240009648755,1.00904995821903,1.75,0.462910049886276,0.139572631559771,3
"187","Human Assessor","GPT4x1","Response to Context","_Fishing in the dark-local knowledge night spearfi",0.272727272727273,0.304240009648755,1.00904995821903,1.90909090909091,0.831209414593634,0.250619068219822,3
"188","Human Assessor","GPT4x1","Response to Context","_Livelihoods and fisheries governance in a contempo",-0.0909090909090909,0.211253637065859,0.700649049745371,1.75,0.886405260427918,0.267261241912424,4
"189","Human Assessor","GPT4x1","Response to Context","_Locally managed marine areas Implications for soc",0.181818181818182,0.181818181818182,0.603022689155527,1,0,0,5
"190","Human Assessor","GPT4x1","Response to Context","_Multiple drivers of local (non-) compliance in com",0,0.269679944985297,0.894427190999916,1.85714285714286,0.899735410842437,0.27128043348733,5
"191","Human Assessor","GPT4x1","Response to Context","_One size does not fit all Critical insights for e",0.181818181818182,0.263479577203444,0.873862897505303,2.28571428571429,0.755928946018454,0.227921152919276,5
"192","Human Assessor","GPT4x1","Response to Context","_Small-scale managed marine areas over time Develo",0.181818181818182,0.295978556292722,0.981649817214043,1.5,0.52704627669473,0.158910431540932,4
"193","Human Assessor","GPT4x1","Response to Context","_Social and economic challenges to community-based",0.0909090909090909,0.250619068219822,0.831209414593634,1.9,0.737864787372622,0.222474604157305,4
"194","Human Assessor","GPT4x1","Response to Context","_Social attitudes towards marine resource managemen",0.363636363636364,0.278721994850107,0.924416277737175,1.44444444444444,0.52704627669473,0.158910431540932,4
"195","Human Assessor","GPT4x1","Response to Context","_The renaissance of community-based marine resource",0,0.233549683248457,0.774596669241483,1.7,0.483045891539648,0.145643816250884,5
"196","Human Assessor","GPT4x1","Response to Context","_Tracing innovation pathways behind fisheries co-ma",-0.181818181818182,0.295978556292722,0.981649817214043,1.8,0.836660026534076,0.252262489554756,5
"197","Human Assessor","GPT4x1","Response to Context","__Community-based management of subsistence fisherie",0.272727272727273,0.194978278086611,0.646669790682863,1.33333333333333,0.5,0.150755672288882,3
"198","Human Assessor","GPT4x1","Response to Context","__Strengthening post-hoc analysis of community-basedp",0.272727272727273,0.194978278086611,0.646669790682863,1.63636363636364,0.674199862463242,0.203278907045435,4
"199","Human Assessor","GPT4x3","AI Response to Human Response","Centralised and community-based fisheries manageme",0.0909090909090909,0.250619068219822,0.831209414593634,1.33333333333333,0.5,0.150755672288882,3
"200","Human Assessor","GPT4x3","AI Response to Human Response","Community-based fishery management - towards restoration of traditional",-0.0909090909090909,0.28459046986361,0.943879807448539,1.14285714285714,0.377964473009227,0.113960576459638,3
"201","Human Assessor","GPT4x3","AI Response to Human Response","Effectiveness of village-based marine reserves on",0.181818181818182,0.263479577203444,0.873862897505303,1.11111111111111,0.333333333333333,0.100503781525921,3
"202","Human Assessor","GPT4x3","AI Response to Human Response","Effects of small Fijian community-based marine pr",0.636363636363636,0.203278907045435,0.674199862463242,1.66666666666667,0.577350269189626,0.174077655955698,5
"203","Human Assessor","GPT4x3","AI Response to Human Response","Evaluation of the effectiveness of three underwate",0.181818181818182,0.263479577203444,0.873862897505303,1.33333333333333,0.5,0.150755672288882,5
"204","Human Assessor","GPT4x3","AI Response to Human Response","Indicators of coral reef ecosystem recovery follow",0,0.233549683248457,0.774596669241483,1.625,0.744023809142845,0.224331619092529,4
"205","Human Assessor","GPT4x3","AI Response to Human Response","Indigenous Resource Management and Sustainable Dev",0,0.269679944985297,0.894427190999916,1.55555555555556,0.52704627669473,0.158910431540932,4
"206","Human Assessor","GPT4x3","AI Response to Human Response","Indigenous knowledge and long-term ecological chan",-0.0909090909090909,0.314918328648887,1.04446593573419,1,0,0,3
"207","Human Assessor","GPT4x3","AI Response to Human Response","Predicting impact to assess the efficacy of commun",0.0909090909090909,0.250619068219822,0.831209414593634,1.5,0.547722557505166,0.165144564768954,4
"208","Human Assessor","GPT4x3","AI Response to Human Response","Sustainable financing of a national Marine Protect",-0.181818181818182,0.226361810872522,0.750757193529548,1.5,0.707106781186548,0.21320071635561,5
"209","Human Assessor","GPT4x3","AI Response to Human Response","The reimplementation of the Ra'ui Coral reef mana",0.272727272727273,0.237061905643733,0.786245393106896,2.125,0.640869944461656,0.193229558654111,5
"210","Human Assessor","GPT4x3","AI Response to Human Response","_A SocialaEUREcological Systems Approach to Assessin",0.454545454545455,0.207304622745298,0.687551650952329,1.63636363636364,0.674199862463242,0.203278907045435,4
"211","Human Assessor","GPT4x3","AI Response to Human Response","_A network of small community-owned village fish re",0.454545454545455,0.24729946379519,0.820199532264724,2.09090909090909,1.04446593573419,0.314918328648887,3
"212","Human Assessor","GPT4x3","AI Response to Human Response","_Adaptive capacity of marine comanagement a compar",-0.0909090909090909,0.28459046986361,0.943879807448539,1.36363636363636,0.674199862463242,0.203278907045435,5
"213","Human Assessor","GPT4x3","AI Response to Human Response","_Community management yields positive impacts for c",0.181818181818182,0.181818181818182,0.603022689155527,1.625,0.744023809142845,0.224331619092529,4
"214","Human Assessor","GPT4x3","AI Response to Human Response","_Community-based management fails to halt declines",0.181818181818182,0.263479577203444,0.873862897505303,1.66666666666667,0.5,0.150755672288882,4
"215","Human Assessor","GPT4x3","AI Response to Human Response","_Community-based management of near-shore fisheries",0.0909090909090909,0.211253637065859,0.700649049745371,1.7,0.483045891539648,0.145643816250884,4
"216","Human Assessor","GPT4x3","AI Response to Human Response","_Customary sea tenure in Oceania as a case of right",-0.636363636363636,0.152120004824377,0.504524979109513,2,0.632455532033676,0.190692517849118,3
"217","Human Assessor","GPT4x3","AI Response to Human Response","_Dispersal of grouper larvae drives local resource",0.181818181818182,0.226361810872522,0.750757193529548,1.55555555555556,0.52704627669473,0.158910431540932,4
"218","Human Assessor","GPT4x3","AI Response to Human Response","_Evaluation of coral reef management effectiveness",0.454545454545455,0.207304622745298,0.687551650952329,1.81818181818182,0.981649817214043,0.295978556292722,3
"219","Human Assessor","GPT4x3","AI Response to Human Response","_Fishing dynamics associated with periodically harv",-0.545454545454545,0.207304622745298,0.687551650952329,1.75,0.462910049886276,0.139572631559771,3
"220","Human Assessor","GPT4x3","AI Response to Human Response","_Fishing in the dark-local knowledge night spearfi",0,0.190692517849118,0.632455532033676,1.90909090909091,0.831209414593634,0.250619068219822,3
"221","Human Assessor","GPT4x3","AI Response to Human Response","_Livelihoods and fisheries governance in a contempo",0.0909090909090909,0.250619068219822,0.831209414593634,1.75,0.886405260427918,0.267261241912424,4
"222","Human Assessor","GPT4x3","AI Response to Human Response","_Locally managed marine areas Implications for soc",0.272727272727273,0.237061905643733,0.786245393106896,1,0,0,5
"223","Human Assessor","GPT4x3","AI Response to Human Response","_Multiple drivers of local (non-) compliance in com",-0.0909090909090909,0.250619068219822,0.831209414593634,1.85714285714286,0.899735410842437,0.27128043348733,5
"224","Human Assessor","GPT4x3","AI Response to Human Response","_One size does not fit all Critical insights for e",-0.0909090909090909,0.28459046986361,0.943879807448539,2.28571428571429,0.755928946018454,0.227921152919276,5
"225","Human Assessor","GPT4x3","AI Response to Human Response","_Small-scale managed marine areas over time Develo",-0.727272727272727,0.194978278086611,0.646669790682863,1.5,0.52704627669473,0.158910431540932,4
"226","Human Assessor","GPT4x3","AI Response to Human Response","_Social and economic challenges to community-based",0.272727272727273,0.194978278086611,0.646669790682863,1.9,0.737864787372622,0.222474604157305,4
"227","Human Assessor","GPT4x3","AI Response to Human Response","_Social attitudes towards marine resource managemen",-0.818181818181818,0.121967344227261,0.404519917477945,1.44444444444444,0.52704627669473,0.158910431540932,4
"228","Human Assessor","GPT4x3","AI Response to Human Response","_The renaissance of community-based marine resource",-0.454545454545455,0.24729946379519,0.820199532264724,1.7,0.483045891539648,0.145643816250884,5
"229","Human Assessor","GPT4x3","AI Response to Human Response","_Tracing innovation pathways behind fisheries co-ma",0,0.269679944985297,0.894427190999916,1.8,0.836660026534076,0.252262489554756,5
"230","Human Assessor","GPT4x3","AI Response to Human Response","__Community-based management of subsistence fisherie",-0.363636363636364,0.243934688454523,0.80903983495589,1.33333333333333,0.5,0.150755672288882,3
"231","Human Assessor","GPT4x3","AI Response to Human Response","__Strengthening post-hoc analysis of community-basedp",0,0.233549683248457,0.774596669241483,1.63636363636364,0.674199862463242,0.203278907045435,4
"232","Human Assessor","GPT4x3","Context to Question","Centralised and community-based fisheries manageme",0,0.190692517849118,0.632455532033676,1.33333333333333,0.5,0.150755672288882,3
"233","Human Assessor","GPT4x3","Context to Question","Community-based fishery management - towards restoration of traditional",-0.181818181818182,0.263479577203444,0.873862897505303,1.14285714285714,0.377964473009227,0.113960576459638,3
"234","Human Assessor","GPT4x3","Context to Question","Effectiveness of village-based marine reserves on",0.545454545454545,0.157459164324443,0.522232967867094,1.11111111111111,0.333333333333333,0.100503781525921,3
"235","Human Assessor","GPT4x3","Context to Question","Effects of small Fijian community-based marine pr",0.454545454545455,0.157459164324443,0.522232967867094,1.66666666666667,0.577350269189626,0.174077655955698,5
"236","Human Assessor","GPT4x3","Context to Question","Evaluation of the effectiveness of three underwate",0.181818181818182,0.263479577203444,0.873862897505303,1.33333333333333,0.5,0.150755672288882,5
"237","Human Assessor","GPT4x3","Context to Question","Indicators of coral reef ecosystem recovery follow",0.181818181818182,0.226361810872522,0.750757193529548,1.625,0.744023809142845,0.224331619092529,4
"238","Human Assessor","GPT4x3","Context to Question","Indigenous Resource Management and Sustainable Dev",0.181818181818182,0.263479577203444,0.873862897505303,1.55555555555556,0.52704627669473,0.158910431540932,4
"239","Human Assessor","GPT4x3","Context to Question","Indigenous knowledge and long-term ecological chan",0,0.233549683248457,0.774596669241483,1,0,0,3
"240","Human Assessor","GPT4x3","Context to Question","Predicting impact to assess the efficacy of commun",0.181818181818182,0.263479577203444,0.873862897505303,1.5,0.547722557505166,0.165144564768954,4
"241","Human Assessor","GPT4x3","Context to Question","Sustainable financing of a national Marine Protect",0,0.301511344577764,1,1.5,0.707106781186548,0.21320071635561,5
"242","Human Assessor","GPT4x3","Context to Question","The reimplementation of the Ra'ui Coral reef mana",0.363636363636364,0.203278907045435,0.674199862463242,2.125,0.640869944461656,0.193229558654111,5
"243","Human Assessor","GPT4x3","Context to Question","_A SocialaEUREcological Systems Approach to Assessin",0.636363636363636,0.152120004824377,0.504524979109513,1.63636363636364,0.674199862463242,0.203278907045435,4
"244","Human Assessor","GPT4x3","Context to Question","_A network of small community-owned village fish re",0.363636363636364,0.203278907045435,0.674199862463242,2.09090909090909,1.04446593573419,0.314918328648887,3
"245","Human Assessor","GPT4x3","Context to Question","_Adaptive capacity of marine comanagement a compar",0,0.269679944985297,0.894427190999916,1.36363636363636,0.674199862463242,0.203278907045435,5
"246","Human Assessor","GPT4x3","Context to Question","_Community management yields positive impacts for c",0.272727272727273,0.194978278086611,0.646669790682863,1.625,0.744023809142845,0.224331619092529,4
"247","Human Assessor","GPT4x3","Context to Question","_Community-based management fails to halt declines",0.0909090909090909,0.211253637065859,0.700649049745371,1.66666666666667,0.5,0.150755672288882,4
"248","Human Assessor","GPT4x3","Context to Question","_Community-based management of near-shore fisheries",0.181818181818182,0.181818181818182,0.603022689155527,1.7,0.483045891539648,0.145643816250884,4
"249","Human Assessor","GPT4x3","Context to Question","_Customary sea tenure in Oceania as a case of right",-0.818181818181818,0.181818181818182,0.603022689155527,2,0.632455532033676,0.190692517849118,3
"250","Human Assessor","GPT4x3","Context to Question","_Dispersal of grouper larvae drives local resource",0.0909090909090909,0.250619068219822,0.831209414593634,1.55555555555556,0.52704627669473,0.158910431540932,4
"251","Human Assessor","GPT4x3","Context to Question","_Evaluation of coral reef management effectiveness",0.363636363636364,0.203278907045435,0.674199862463242,1.81818181818182,0.981649817214043,0.295978556292722,3
"252","Human Assessor","GPT4x3","Context to Question","_Fishing dynamics associated with periodically harv",-0.454545454545455,0.24729946379519,0.820199532264724,1.75,0.462910049886276,0.139572631559771,3
"253","Human Assessor","GPT4x3","Context to Question","_Fishing in the dark-local knowledge night spearfi",0.272727272727273,0.194978278086611,0.646669790682863,1.90909090909091,0.831209414593634,0.250619068219822,3
"254","Human Assessor","GPT4x3","Context to Question","_Livelihoods and fisheries governance in a contempo",0.0909090909090909,0.28459046986361,0.943879807448539,1.75,0.886405260427918,0.267261241912424,4
"255","Human Assessor","GPT4x3","Context to Question","_Locally managed marine areas Implications for soc",0.272727272727273,0.237061905643733,0.786245393106896,1,0,0,5
"256","Human Assessor","GPT4x3","Context to Question","_Multiple drivers of local (non-) compliance in com",-0.272727272727273,0.237061905643733,0.786245393106896,1.85714285714286,0.899735410842437,0.27128043348733,5
"257","Human Assessor","GPT4x3","Context to Question","_One size does not fit all Critical insights for e",0,0.233549683248457,0.774596669241483,2.28571428571429,0.755928946018454,0.227921152919276,5
"258","Human Assessor","GPT4x3","Context to Question","_Small-scale managed marine areas over time Develo",-0.727272727272727,0.194978278086611,0.646669790682863,1.5,0.52704627669473,0.158910431540932,4
"259","Human Assessor","GPT4x3","Context to Question","_Social and economic challenges to community-based",0.272727272727273,0.194978278086611,0.646669790682863,1.9,0.737864787372622,0.222474604157305,4
"260","Human Assessor","GPT4x3","Context to Question","_Social attitudes towards marine resource managemen",-0.727272727272727,0.194978278086611,0.646669790682863,1.44444444444444,0.52704627669473,0.158910431540932,4
"261","Human Assessor","GPT4x3","Context to Question","_The renaissance of community-based marine resource",-0.272727272727273,0.237061905643733,0.786245393106896,1.7,0.483045891539648,0.145643816250884,5
"262","Human Assessor","GPT4x3","Context to Question","_Tracing innovation pathways behind fisheries co-ma",0,0.233549683248457,0.774596669241483,1.8,0.836660026534076,0.252262489554756,5
"263","Human Assessor","GPT4x3","Context to Question","__Community-based management of subsistence fisherie",0.181818181818182,0.226361810872522,0.750757193529548,1.33333333333333,0.5,0.150755672288882,3
"264","Human Assessor","GPT4x3","Context to Question","__Strengthening post-hoc analysis of community-basedp",0.181818181818182,0.226361810872522,0.750757193529548,1.63636363636364,0.674199862463242,0.203278907045435,4
"265","Human Assessor","GPT4x3","Response to Context","Centralised and community-based fisheries manageme",0.181818181818182,0.226361810872522,0.750757193529548,1.33333333333333,0.5,0.150755672288882,3
"266","Human Assessor","GPT4x3","Response to Context","Community-based fishery management - towards restoration of traditional",0.0909090909090909,0.250619068219822,0.831209414593634,1.14285714285714,0.377964473009227,0.113960576459638,3
"267","Human Assessor","GPT4x3","Response to Context","Effectiveness of village-based marine reserves on",0.454545454545455,0.207304622745298,0.687551650952329,1.11111111111111,0.333333333333333,0.100503781525921,3
"268","Human Assessor","GPT4x3","Response to Context","Effects of small Fijian community-based marine pr",0.545454545454545,0.157459164324443,0.522232967867094,1.66666666666667,0.577350269189626,0.174077655955698,5
"269","Human Assessor","GPT4x3","Response to Context","Evaluation of the effectiveness of three underwate",0.0909090909090909,0.28459046986361,0.943879807448539,1.33333333333333,0.5,0.150755672288882,5
"270","Human Assessor","GPT4x3","Response to Context","Indicators of coral reef ecosystem recovery follow",0.0909090909090909,0.250619068219822,0.831209414593634,1.625,0.744023809142845,0.224331619092529,4
"271","Human Assessor","GPT4x3","Response to Context","Indigenous Resource Management and Sustainable Dev",0.363636363636364,0.152120004824377,0.504524979109513,1.55555555555556,0.52704627669473,0.158910431540932,4
"272","Human Assessor","GPT4x3","Response to Context","Indigenous knowledge and long-term ecological chan",0,0.233549683248457,0.774596669241483,1,0,0,3
"273","Human Assessor","GPT4x3","Response to Context","Predicting impact to assess the efficacy of commun",0.363636363636364,0.152120004824377,0.504524979109513,1.5,0.547722557505166,0.165144564768954,4
"274","Human Assessor","GPT4x3","Response to Context","Sustainable financing of a national Marine Protect",0.545454545454545,0.24729946379519,0.820199532264724,1.5,0.707106781186548,0.21320071635561,5
"275","Human Assessor","GPT4x3","Response to Context","The reimplementation of the Ra'ui Coral reef mana",0.454545454545455,0.157459164324443,0.522232967867094,2.125,0.640869944461656,0.193229558654111,5
"276","Human Assessor","GPT4x3","Response to Context","_A SocialaEUREcological Systems Approach to Assessin",0.636363636363636,0.152120004824377,0.504524979109513,1.63636363636364,0.674199862463242,0.203278907045435,4
"277","Human Assessor","GPT4x3","Response to Context","_A network of small community-owned village fish re",0.636363636363636,0.152120004824377,0.504524979109513,2.09090909090909,1.04446593573419,0.314918328648887,3
"278","Human Assessor","GPT4x3","Response to Context","_Adaptive capacity of marine comanagement a compar",0.363636363636364,0.278721994850107,0.924416277737175,1.36363636363636,0.674199862463242,0.203278907045435,5
"279","Human Assessor","GPT4x3","Response to Context","_Community management yields positive impacts for c",0.363636363636364,0.152120004824377,0.504524979109513,1.625,0.744023809142845,0.224331619092529,4
"280","Human Assessor","GPT4x3","Response to Context","_Community-based management fails to halt declines",0.363636363636364,0.203278907045435,0.674199862463242,1.66666666666667,0.5,0.150755672288882,4
"281","Human Assessor","GPT4x3","Response to Context","_Community-based management of near-shore fisheries",0.363636363636364,0.203278907045435,0.674199862463242,1.7,0.483045891539648,0.145643816250884,4
"282","Human Assessor","GPT4x3","Response to Context","_Customary sea tenure in Oceania as a case of right",0.272727272727273,0.304240009648755,1.00904995821903,2,0.632455532033676,0.190692517849118,3
"283","Human Assessor","GPT4x3","Response to Context","_Dispersal of grouper larvae drives local resource",0.636363636363636,0.203278907045435,0.674199862463242,1.55555555555556,0.52704627669473,0.158910431540932,4
"284","Human Assessor","GPT4x3","Response to Context","_Evaluation of coral reef management effectiveness",0.363636363636364,0.243934688454523,0.80903983495589,1.81818181818182,0.981649817214043,0.295978556292722,3
"285","Human Assessor","GPT4x3","Response to Context","_Fishing dynamics associated with periodically harv",0.181818181818182,0.295978556292722,0.981649817214043,1.75,0.462910049886276,0.139572631559771,3
"286","Human Assessor","GPT4x3","Response to Context","_Fishing in the dark-local knowledge night spearfi",0.454545454545455,0.207304622745298,0.687551650952329,1.90909090909091,0.831209414593634,0.250619068219822,3
"287","Human Assessor","GPT4x3","Response to Context","_Livelihoods and fisheries governance in a contempo",0.454545454545455,0.24729946379519,0.820199532264724,1.75,0.886405260427918,0.267261241912424,4
"288","Human Assessor","GPT4x3","Response to Context","_Locally managed marine areas Implications for soc",0.272727272727273,0.194978278086611,0.646669790682863,1,0,0,5
"289","Human Assessor","GPT4x3","Response to Context","_Multiple drivers of local (non-) compliance in com",-0.181818181818182,0.263479577203444,0.873862897505303,1.85714285714286,0.899735410842437,0.27128043348733,5
"290","Human Assessor","GPT4x3","Response to Context","_One size does not fit all Critical insights for e",-0.181818181818182,0.263479577203444,0.873862897505303,2.28571428571429,0.755928946018454,0.227921152919276,5
"291","Human Assessor","GPT4x3","Response to Context","_Small-scale managed marine areas over time Develo",0,0.301511344577764,1,1.5,0.52704627669473,0.158910431540932,4
"292","Human Assessor","GPT4x3","Response to Context","_Social and economic challenges to community-based",0.363636363636364,0.203278907045435,0.674199862463242,1.9,0.737864787372622,0.222474604157305,4
"293","Human Assessor","GPT4x3","Response to Context","_Social attitudes towards marine resource managemen",0.363636363636364,0.278721994850107,0.924416277737175,1.44444444444444,0.52704627669473,0.158910431540932,4
"294","Human Assessor","GPT4x3","Response to Context","_The renaissance of community-based marine resource",0.181818181818182,0.226361810872522,0.750757193529548,1.7,0.483045891539648,0.145643816250884,5
"295","Human Assessor","GPT4x3","Response to Context","_Tracing innovation pathways behind fisheries co-ma",-0.0909090909090909,0.250619068219822,0.831209414593634,1.8,0.836660026534076,0.252262489554756,5
"296","Human Assessor","GPT4x3","Response to Context","__Community-based management of subsistence fisherie",0.272727272727273,0.237061905643733,0.786245393106896,1.33333333333333,0.5,0.150755672288882,3
"297","Human Assessor","GPT4x3","Response to Context","__Strengthening post-hoc analysis of community-basedp",0.545454545454545,0.157459164324443,0.522232967867094,1.63636363636364,0.674199862463242,0.203278907045435,4
